result_id,search_id,airline,loyalty_program,cabin,miles_required,taxes_inr,cash_ticket_price_inr,availability
R0003809,S003288,Qatar Airways,Privilege Club,Economy,29512,14916,96097,Available
R0003810,S003288,Air Canada,Aeroplan,Economy,56642,16739,180955,Available
R0003811,S003290,Singapore Airlines,KrisFlyer,Economy,42522,13377,135887,Available
R0003812,S003291,Emirates,Skywards,Economy,29723,14508,100281,Available
R0003813,S003292,United Airlines,MileagePlus,Business,139437,17989,359607,Available
R0003814,S003292,Air India,Flying Returns,Business,91917,12343,242700,Available
R0003815,S003293,Air India,Flying Returns,First,189143,8798,527229,Available
R0003816,S003294,Lufthansa,Miles & More,Economy,58162,3971,180255,Available
R0003817,S003296,Air Canada,Aeroplan,Economy,54375,10774,145887,Available
R0003818,S003296,Lufthansa,Miles & More,Economy,54578,5973,175063,Available
R0003819,S003297,Air Canada,Aeroplan,Business,86932,9541,208122,Available
R0003820,S003299,Etihad Airways,Etihad Guest,Economy,25446,16755,82754,Available
R0003821,S003299,Lufthansa,Miles & More,Economy,34785,4478,96741,Available
R0003822,S003299,United Airlines,MileagePlus,Economy,43808,5473,128695,Available
R0003823,S003300,Etihad Airways,Etihad Guest,Business,78325,14845,161539,Available
R0003824,S003301,Lufthansa,Miles & More,Business,95112,6254,283733,Available
R0003825,S003301,Etihad Airways,Etihad Guest,Business,120848,10091,357923,Available
R0003826,S003302,Air India,Flying Returns,Business,64456,5289,152856,Available
R0003827,S003303,Emirates,Skywards,Business,132425,9009,363696,Available
R0003828,S003303,Qatar Airways,Privilege Club,Business,105376,14331,270250,Available
R0003829,S003304,United Airlines,MileagePlus,Business,147680,17120,465293,Available
R0003830,S003304,Qatar Airways,Privilege Club,Business,128750,9866,235376,Available
R0003831,S003305,Etihad Airways,Etihad Guest,Business,104888,4322,220674,Available
R0003832,S003305,Lufthansa,Miles & More,Business,92494,12124,259137,Available
R0003833,S003306,Emirates,Skywards,Economy,37342,14495,90860,Available
R0003834,S003307,United Airlines,MileagePlus,Economy,29142,14492,96261,Available
R0003835,S003308,Lufthansa,Miles & More,Economy,28350,15065,98062,Available
R0003836,S003308,Air India,Flying Returns,Economy,33716,15477,84848,Available
R0003837,S003308,Qatar Airways,Privilege Club,Economy,31901,12141,88866,Available
R0003838,S003309,Etihad Airways,Etihad Guest,Economy,31197,5279,93883,Available
R0003839,S003311,Etihad Airways,Etihad Guest,Economy,56068,4505,109563,Available
R0003840,S003311,Air Canada,Aeroplan,Economy,35464,9993,104406,Available
R0003841,S003313,United Airlines,MileagePlus,Economy,30176,10442,61883,Available
R0003842,S003313,Emirates,Skywards,Economy,43254,15410,138579,Available
R0003843,S003313,Lufthansa,Miles & More,Economy,35637,16650,123180,Available
R0003844,S003315,Qatar Airways,Privilege Club,Economy,52922,14128,125139,Available
R0003845,S003315,Air India,Flying Returns,Economy,36647,6982,88703,Available
R0003846,S003315,Air Canada,Aeroplan,Economy,32941,3727,87464,Available
R0003847,S003318,Etihad Airways,Etihad Guest,Business,143067,8335,243513,Available
R0003848,S003318,Air India,Flying Returns,Business,109857,15112,344932,Available
R0003849,S003320,Singapore Airlines,KrisFlyer,Business,139267,17818,259990,Available
R0003850,S003322,Qatar Airways,Privilege Club,First,155516,15897,273397,Available
R0003851,S003322,Air India,Flying Returns,First,179260,6010,433535,Available
R0003852,S003323,Qatar Airways,Privilege Club,Economy,61807,8732,170453,Available
R0003853,S003323,Singapore Airlines,KrisFlyer,Economy,38925,4568,76756,Available
R0003854,S003325,Etihad Airways,Etihad Guest,First,166773,6725,282301,Available
R0003855,S003325,Air India,Flying Returns,First,122936,8061,341118,Available
R0003856,S003326,Qatar Airways,Privilege Club,Business,95617,4241,284411,Available
R0003857,S003326,Emirates,Skywards,Business,138016,11845,264289,Available
R0003858,S003328,Lufthansa,Miles & More,Business,99072,3998,165741,Available
R0003859,S003328,Air India,Flying Returns,Business,89830,9869,258162,Available
R0003860,S003329,Emirates,Skywards,Economy,29681,10227,71700,Available
R0003861,S003329,Singapore Airlines,KrisFlyer,Economy,48264,7957,120035,Available
R0003862,S003330,Etihad Airways,Etihad Guest,Business,137566,7484,358162,Available
R0003863,S003330,Lufthansa,Miles & More,Business,83924,17635,182203,Available
R0003864,S003330,United Airlines,MileagePlus,Business,140269,14175,371439,Available
R0003865,S003332,United Airlines,MileagePlus,First,161299,15256,338223,Available
R0003866,S003334,Air Canada,Aeroplan,Business,145308,9964,282308,Available
R0003867,S003335,Air India,Flying Returns,Economy,32978,5758,77642,Available
R0003868,S003337,Qatar Airways,Privilege Club,Economy,25170,10011,74378,Available
R0003869,S003338,Singapore Airlines,KrisFlyer,Business,111461,13439,255325,Available
R0003870,S003338,Qatar Airways,Privilege Club,Business,141315,10715,380889,Available
R0003871,S003339,United Airlines,MileagePlus,First,116225,15617,266347,Available
R0003872,S003340,Qatar Airways,Privilege Club,Business,101694,7633,249112,Available
R0003873,S003340,United Airlines,MileagePlus,Business,68078,12262,216481,Available
R0003874,S003341,Emirates,Skywards,Business,82810,13725,267234,Available
R0003875,S003342,Air India,Flying Returns,Business,100394,12945,191944,Available
R0003876,S003342,Etihad Airways,Etihad Guest,Business,118906,13322,352350,Available
R0003877,S003344,Air India,Flying Returns,Economy,64013,12068,167416,Available
R0003878,S003344,Etihad Airways,Etihad Guest,Economy,53051,7593,127509,Available
R0003879,S003346,Emirates,Skywards,Economy,34425,15824,83108,Available
R0003880,S003347,Singapore Airlines,KrisFlyer,Economy,47833,15801,124321,Available
R0003881,S003348,Qatar Airways,Privilege Club,Economy,57045,17381,172367,Available
R0003882,S003350,Emirates,Skywards,Economy,41673,5774,106190,Available
R0003883,S003350,United Airlines,MileagePlus,Economy,45654,14984,146034,Available
R0003884,S003350,Air India,Flying Returns,Economy,42230,6309,116771,Available
R0003885,S003351,Qatar Airways,Privilege Club,Business,87522,11858,220940,Available
R0003886,S003352,Lufthansa,Miles & More,Business,89108,14884,274783,Available
R0003887,S003353,United Airlines,MileagePlus,Business,118734,4838,354252,Available
R0003888,S003354,Lufthansa,Miles & More,Business,86702,7586,236899,Available
R0003889,S003355,Etihad Airways,Etihad Guest,Business,143613,10895,304029,Available
R0003890,S003355,Qatar Airways,Privilege Club,Business,77330,7755,234913,Available
R0003891,S003356,Air India,Flying Returns,Economy,34847,8372,96659,Available
R0003892,S003357,Qatar Airways,Privilege Club,Economy,26985,13665,75241,Available
R0003893,S003357,Lufthansa,Miles & More,Economy,47847,16735,104441,Available
R0003894,S003357,Etihad Airways,Etihad Guest,Economy,47617,16337,123278,Available
R0003895,S003358,Air India,Flying Returns,First,143451,10675,346221,Available
R0003896,S003359,Lufthansa,Miles & More,Economy,25751,11095,76465,Available
R0003897,S003360,Singapore Airlines,KrisFlyer,Business,81219,4406,255994,Available
R0003898,S003360,Air India,Flying Returns,Business,98422,17952,295277,Available
R0003899,S003362,Air Canada,Aeroplan,Economy,48034,10061,98986,Available
R0003900,S003364,Emirates,Skywards,Business,99159,5868,254514,Available
R0003901,S003364,Air Canada,Aeroplan,Business,87405,15086,214145,Available
R0003902,S003366,Emirates,Skywards,First,193744,6466,420461,Available
R0003903,S003366,United Airlines,MileagePlus,First,194135,5905,616627,Available
R0003904,S003367,Air India,Flying Returns,Business,85507,14708,254944,Available
R0003905,S003367,Emirates,Skywards,Business,100223,7788,277790,Available
R0003906,S003369,Etihad Airways,Etihad Guest,Business,139090,9157,434679,Available
R0003907,S003369,Lufthansa,Miles & More,Business,116597,16946,333163,Available
R0003908,S003370,Air Canada,Aeroplan,Economy,32859,8637,76556,Available
R0003909,S003371,Lufthansa,Miles & More,Business,73780,9452,197663,Available
R0003910,S003371,Singapore Airlines,KrisFlyer,Business,83705,9453,207633,Available
R0003911,S003372,Emirates,Skywards,Economy,34132,5280,69063,Available
R0003912,S003372,Qatar Airways,Privilege Club,Economy,61277,15163,135848,Available
R0003913,S003372,Air India,Flying Returns,Economy,55155,3658,155179,Available
R0003914,S003373,Qatar Airways,Privilege Club,Business,99050,17224,186186,Available
R0003915,S003374,Qatar Airways,Privilege Club,Business,127594,9319,309619,Available
R0003916,S003375,Etihad Airways,Etihad Guest,Business,83119,16798,273791,Available
R0003917,S003375,Qatar Airways,Privilege Club,Business,115636,4469,284314,Available
R0003918,S003379,Emirates,Skywards,Business,121807,12010,343637,Available
R0003919,S003380,Emirates,Skywards,Business,96888,5326,240731,Available
R0003920,S003380,Qatar Airways,Privilege Club,Business,83374,7258,270796,Available
R0003921,S003380,Etihad Airways,Etihad Guest,Business,61680,8642,183299,Available
R0003922,S003381,Lufthansa,Miles & More,Economy,55228,11942,144378,Available
R0003923,S003381,Emirates,Skywards,Economy,30933,8856,83474,Available
R0003924,S003382,Air Canada,Aeroplan,Business,134027,10618,433033,Available
R0003925,S003382,Qatar Airways,Privilege Club,Business,145881,6028,283015,Available
R0003926,S003383,Air India,Flying Returns,First,142753,13256,324504,Available
R0003927,S003387,Lufthansa,Miles & More,Business,145642,10776,261111,Available
R0003928,S003387,Singapore Airlines,KrisFlyer,Business,137942,13299,399399,Available
R0003929,S003387,United Airlines,MileagePlus,Business,68873,17483,201772,Available
R0003930,S003389,United Airlines,MileagePlus,Economy,50308,12611,168953,Available
R0003931,S003389,Emirates,Skywards,Economy,46601,16341,115218,Available
R0003932,S003390,Etihad Airways,Etihad Guest,Business,129892,10796,372961,Available
R0003933,S003390,Singapore Airlines,KrisFlyer,Business,140293,9148,435645,Available
R0003934,S003391,Air India,Flying Returns,Business,76937,8082,221357,Available
R0003935,S003392,Qatar Airways,Privilege Club,Economy,27612,14424,58889,Available
R0003936,S003393,Qatar Airways,Privilege Club,Economy,53365,14957,122441,Available
R0003937,S003395,Emirates,Skywards,Economy,29247,8895,64398,Available
R0003938,S003395,Air India,Flying Returns,Economy,35520,5121,102713,Available
R0003939,S003396,Lufthansa,Miles & More,Economy,28307,6469,64863,Available
R0003940,S003398,Singapore Airlines,KrisFlyer,Economy,44613,12696,138652,Available
R0003941,S003400,Air Canada,Aeroplan,Business,105697,4452,256664,Available
R0003942,S003400,Lufthansa,Miles & More,Business,100648,6490,262851,Available
R0003943,S003400,Etihad Airways,Etihad Guest,Business,108713,7083,287066,Available
R0003944,S003401,Emirates,Skywards,Economy,27499,7779,75370,Available
R0003945,S003401,Singapore Airlines,KrisFlyer,Economy,64615,16368,186079,Available
R0003946,S003402,Emirates,Skywards,First,116999,14669,338863,Available
R0003947,S003403,Etihad Airways,Etihad Guest,Business,124828,5006,276695,Available
R0003948,S003407,Singapore Airlines,KrisFlyer,Economy,43020,12549,119914,Available
R0003949,S003407,Air India,Flying Returns,Economy,32981,5068,82377,Available
R0003950,S003408,United Airlines,MileagePlus,Economy,40108,3930,84519,Available
R0003951,S003408,Air India,Flying Returns,Economy,63915,7932,150735,Available
R0003952,S003410,Qatar Airways,Privilege Club,Business,122148,10050,325497,Available
R0003953,S003411,Air Canada,Aeroplan,Business,91819,16108,255100,Available
R0003954,S003411,United Airlines,MileagePlus,Business,144738,17620,260878,Available
R0003955,S003412,Singapore Airlines,KrisFlyer,Economy,40564,16722,100011,Available
R0003956,S003412,Air Canada,Aeroplan,Economy,56438,4167,173641,Available
R0003957,S003413,Air Canada,Aeroplan,Business,137826,7692,399583,Available
R0003958,S003414,Emirates,Skywards,Business,93120,10665,253078,Available
R0003959,S003415,United Airlines,MileagePlus,First,207160,4569,631961,Available
R0003960,S003415,Lufthansa,Miles & More,First,149658,15151,459496,Available
R0003961,S003417,Lufthansa,Miles & More,Business,115937,16254,368112,Available
R0003962,S003417,United Airlines,MileagePlus,Business,147445,7477,363273,Available
R0003963,S003418,Air Canada,Aeroplan,Business,91013,4315,185775,Available
R0003964,S003419,Singapore Airlines,KrisFlyer,Business,65221,4804,126385,Available
R0003965,S003419,Lufthansa,Miles & More,Business,74880,7447,130866,Available
R0003966,S003419,Air India,Flying Returns,Business,106096,6578,332758,Available
R0003967,S003420,Etihad Airways,Etihad Guest,Business,102497,12822,309251,Available
R0003968,S003420,Air Canada,Aeroplan,Business,142288,6728,443201,Available
R0003969,S003420,Emirates,Skywards,Business,148947,4219,300391,Available
R0003970,S003421,Emirates,Skywards,Economy,49671,4314,159203,Available
R0003971,S003422,Qatar Airways,Privilege Club,First,145367,8379,244104,Available
R0003972,S003423,Etihad Airways,Etihad Guest,Economy,49779,7652,117246,Available
R0003973,S003423,Qatar Airways,Privilege Club,Economy,44846,6626,137206,Available
R0003974,S003423,Emirates,Skywards,Economy,40446,7243,116332,Available
R0003975,S003424,Air India,Flying Returns,Business,130707,17453,417492,Available
R0003976,S003424,Etihad Airways,Etihad Guest,Business,71718,15011,219055,Available
R0003977,S003426,Lufthansa,Miles & More,Economy,42908,8791,78918,Available
R0003978,S003426,Etihad Airways,Etihad Guest,Economy,34952,7792,93786,Available
R0003979,S003427,Etihad Airways,Etihad Guest,Business,74192,5968,205518,Available
R0003980,S003428,Singapore Airlines,KrisFlyer,Business,122085,16139,271632,Available
R0003981,S003429,Air India,Flying Returns,Economy,32133,4938,56592,Available
R0003982,S003430,Air Canada,Aeroplan,First,189273,7179,393287,Available
R0003983,S003430,Emirates,Skywards,First,121345,5203,335187,Available
R0003984,S003431,Singapore Airlines,KrisFlyer,Business,96791,17322,254083,Available
R0003985,S003431,Etihad Airways,Etihad Guest,Business,127369,15790,315747,Available
R0003986,S003432,Lufthansa,Miles & More,Economy,27010,15610,100042,Available
R0003987,S003433,United Airlines,MileagePlus,Economy,41993,13701,119587,Available
R0003988,S003434,Air India,Flying Returns,Business,87773,12981,270903,Available
R0003989,S003434,United Airlines,MileagePlus,Business,123468,11654,243475,Available
R0003990,S003435,United Airlines,MileagePlus,Economy,54468,4626,99951,Available
R0003991,S003437,Qatar Airways,Privilege Club,Economy,34433,16283,93507,Available
R0003992,S003438,United Airlines,MileagePlus,Economy,43474,5075,135888,Available
R0003993,S003439,United Airlines,MileagePlus,Business,104239,13109,191321,Available
R0003994,S003440,Emirates,Skywards,Economy,54578,4254,178413,Available
R0003995,S003440,Air Canada,Aeroplan,Economy,61569,15142,173272,Available
R0003996,S003442,Lufthansa,Miles & More,Economy,28555,10196,56076,Available
R0003997,S003443,Air Canada,Aeroplan,Economy,45568,9213,94879,Available
R0003998,S003443,Emirates,Skywards,Economy,51919,16128,121001,Available
R0003999,S003444,Air Canada,Aeroplan,Economy,62356,10292,206385,Available
R0004000,S003444,Air India,Flying Returns,Economy,26767,17349,69950,Available
R0004001,S003447,Qatar Airways,Privilege Club,Economy,48959,6509,117238,Available
R0004002,S003447,Singapore Airlines,KrisFlyer,Economy,45967,17042,94784,Available
R0004003,S003448,Etihad Airways,Etihad Guest,Economy,64475,16184,177960,Available
R0004004,S003449,Lufthansa,Miles & More,Economy,39850,8657,86985,Available
R0004005,S003449,Air India,Flying Returns,Economy,37957,12473,85966,Available
R0004006,S003449,United Airlines,MileagePlus,Economy,52783,10485,161037,Available
R0004007,S003450,Air India,Flying Returns,Economy,30515,8430,63454,Available
R0004008,S003450,Air Canada,Aeroplan,Economy,27288,6171,68009,Available
R0004009,S003451,Air India,Flying Returns,Business,66935,8808,150941,Available
R0004010,S003451,Singapore Airlines,KrisFlyer,Business,113348,11597,335749,Available
R0004011,S003452,United Airlines,MileagePlus,Economy,44252,17934,99635,Available
R0004012,S003452,Lufthansa,Miles & More,Economy,28037,6805,82629,Available
R0004013,S003453,United Airlines,MileagePlus,Economy,57880,7741,139426,Available
